species,avg,stdev,lower95,upper95,habitat,tipping_pt,sum_cna
swathr,0.3699135362254152,8.495342866121591e-4,0.3682484490236554,0.371578623427175,Forest,NA,0.39177814974459446
swawar,0.3700189624536828,0.00223138217882919,0.3656454533831776,0.374392471524188,Forest,NA,0.8544379933526629
swtkit,0.3697579586299924,0.00717064824606224,0.3557034880677104,0.3838124291922744,Forest,NA,0.6622519532593333
tenwar,0.3699794070169566,8.622242662567806e-4,0.3682894474550933,0.3716693665788199,Forest,NA,0.5642866357383998
towsol,0.3699190321382452,0.00111656756344453,0.3677305597138939,0.3721075045625965,Forest,NA,0.36475519897279163
towwar,0.3698949739951639,0.00169800502447685,0.3665668841471893,0.3732230638431385,Forest,NA,0.3927092576399696
treswa,0.36982141008766456,0.02770840972043042,0.31551292703562095,0.42412989313970817,Habitat Generalist,NA,0.3390944703602079
tribla,0.37000722245829654,0.01847594460929049,0.33379437102408716,0.4062200738925059,Water/wetland,Tipping Point,0.644990257552081
triher,0.36048630106870694,0.03129214965805212,0.2991536877389248,0.42181891439848906,Water/wetland,NA,0.45959128015790895
truswa,0.3700098817758012,0.00235541154678223,0.365393275144108,0.3746264884074943,Water/wetland,NA,0.1747908690642508
tuftit,0.3700006123571758,9.617067855162796e-4,0.3681156670575639,0.3718855576567877,Forest,NA,0.7555381523236591
tunswa,0.3691184827056396,0.00412150054936279,0.3610403416288885,0.37719662378239066,Water/wetland,NA,0.11998583931240198
turvul,0.3699253603315702,5.903235868865971e-4,0.36876832610127247,0.3710823945618679,Habitat Generalist,NA,0.542080274680405
uplsan,0.3699981803067202,0.00119456237294339,0.3676568380557512,0.3723395225576893,Grasslands,NA,0.46210566108272255
varbun,0.37009347206093585,0.00623591582579051,0.35787107704238647,0.38231586707948523,Aridlands,NA,0.40946203963846983
varthr,0.369282938032366,0.00160361483661933,0.3661398529525921,0.3724260231121399,Forest,NA,0.275411205077992
vauswi,0.3697759307707389,0.00687100850575403,0.35630875409946094,0.38324310744201673,Forest,NA,0.4724295703889183
veery,0.36995189741985696,0.00149577455027404,0.3670201793013198,0.3728836155383941,Forest,NA,0.6350399020497228
verdin,0.370271948487657,0.00264696759691952,0.3650838919976947,0.3754600049776193,Aridlands,NA,0.2912770331889134
verfly,0.3702305274623444,0.00255816322768848,0.365216527536075,0.37524452738861386,Aridlands,NA,0.49966991121491233
vesspa,0.3700350510471804,7.819843884219436e-4,0.3685023616458734,0.37156774044848745,Grasslands,NA,0.3682187265090375
vigswa,0.3699632444635445,0.00119527230958075,0.3676205107367662,0.3723059781903228,Forest,NA,0.33722091854864544
virrai,0.3699667577997056,0.00141802220833145,0.3671874342713759,0.3727460813280352,Water/wetland,NA,0.3191837260933344
virwar,0.36995860220938065,0.0021322095747553,0.3657794714428602,0.374137732975901,Forest,NA,0.3323707528513401
wantat1,0.3613083485827886,0.00313357411067021,0.355166543325875,0.3674501538397022,Water/wetland,Tipping Point,0.0783409955641563
warvir,0.36999158853709874,6.750416587986827e-4,0.36866850688585334,0.3713146701883442,Forest,NA,0.37130667808823314
wesblu,0.3700217086265381,0.00163112546685263,0.36682470271150686,0.3732187145415693,Forest,NA,0.44547404679739344
wesgre,0.36625082608524046,0.01144290420762928,0.34382273383828704,0.3886789183321938,Water/wetland,Tipping Point,0.5137682676930998
weskin,0.37002231764893184,0.00116127402175094,0.3677462205663,0.37229841473156366,Grasslands,NA,0.3674128750142207
wesmea,0.3700213062072881,8.981455364278643e-4,0.3682609409558895,0.37178167145868674,Grasslands,NA,0.4168503969068943
wesowl1,0.3699894572541369,0.00290465407471629,0.36429633526769295,0.3756825792405809,Forest,NA,0.4213595344521523
wessan,0.3654837313219336,0.01100883337025478,0.3439064179162342,0.38706104472763303,Water/wetland,NA,0.3469566056071206
westan,0.37002119514292314,9.37223453433528e-4,0.3681842371741934,0.3718581531116529,Forest,NA,0.3667279396199848
wewpew,0.370026139872176,8.635703823887047e-4,0.3683335419226942,0.3717187378216579,Forest,NA,0.377255518564148
whbnut,0.370002903655058,9.23635158069551e-4,0.3681925787452417,0.3718132285648743,Forest,NA,0.6338136434001143
whcspa,0.36996218299213374,5.872413467317002e-4,0.3688111899525396,0.3711131760317279,Habitat Generalist,NA,0.29879446221870914
whevir,0.3700263813381125,0.00110598169546764,0.36785865721499583,0.37219410546122905,Forest,NA,0.751627525459612
whfibi,0.3699484030781818,0.00500682029204764,0.3601350353057684,0.3797617708505951,Water/wetland,NA,0.1603529178488322
whhwoo,0.3703292912650307,0.0066746666912234,0.35724694455023287,0.3834116379798286,Forest,NA,0.7313699880962758
whiibi,0.3675684611196185,0.00510539093556817,0.3575618948859049,0.3775750273533321,Water/wetland,NA,0.4675334342666018
whimbr,0.36878485125605354,0.00565814726001907,0.35769488262641613,0.37987481988569094,Water/wetland,Tipping Point,0.1731032450761587
whrsan,0.36963489916435094,0.00257227269162063,0.3645932446887745,0.37467655363992736,Water/wetland,NA,0.23682926499666565
whtkit,0.3704283814083247,0.00919747976197369,0.3524013210748562,0.38845544174179314,Habitat Generalist,NA,0.3197750931678769
whtspa,0.3699369252841416,7.488398055953494e-4,0.3684691992651747,0.37140465130310846,Forest,NA,0.5668921145538741
whtswi,0.3700196951109512,0.00183661000732348,0.3664199394965972,0.3736194507253053,Aridlands,NA,0.29318719123370585
whwcro,0.3694824622447535,0.00141531636150279,0.366708442176208,0.372256482313299,Forest,NA,0.09221651028027784
whwdov,0.370234441442828,0.00242086643324904,0.36548954323365984,0.3749793396519961,Aridlands,NA,0.3892554396611835
whwsco2,0.33909592409875555,0.00839831274176232,0.3226352311249014,0.3555566170726097,Water/wetland,NA,0.49520166506453134
wilfly,0.37000290920281775,8.674504126481904e-4,0.3683027063940273,0.3717031120116082,Forest,NA,0.35117897700456435
willet1,0.3655102070769467,0.00678653870352618,0.3522085912180354,0.378811822935858,Water/wetland,NA,0.31956659733608994
wilpha,0.3704645656267963,0.01773357835106264,0.3357067520587136,0.40522237919487913,Water/wetland,NA,0.08290921222498898
wilpta,0.3694575583813779,0.00175749308283958,0.36601287193901233,0.3729022448237436,Water/wetland,NA,0.00329714417801341
wilsap,0.36999930445562257,0.00215499806682883,0.36577550824463806,0.3742231006666071,Forest,NA,0.4642787111614606
wilsni1,0.3698786654256432,8.92821552741368e-4,0.3681287351822702,0.37162859566901624,Water/wetland,NA,0.19001987534277529
wiltur,0.37003815498902065,8.801606169259499e-4,0.3683130401798458,0.3717632697981955,Forest,NA,0.616601936689043
winwre3,0.3699351038304456,0.0010770993217269,0.3678239891598609,0.3720462185010304,Forest,NA,0.65387373666046
wlswar,0.36990973988487663,6.250707097613603e-4,0.3686846012937443,0.3711348784760089,Forest,NA,0.26602410251784014
woewar1,0.369838711444123,0.00212734438834856,0.3656691164429598,0.3740083064452862,Forest,NA,0.8580854270823892
wooduc,0.37000482195083834,8.262320521301013e-4,0.36838540712866336,0.3716242367730133,Water/wetland,NA,0.46341554961445475
wooscj2,0.3699174305301335,0.0023309086071572,0.3653488496601054,0.3744860114001616,Forest,NA,0.2932990683293326
woosto,0.3704170031662639,0.0058301897867642,0.3589898311842061,0.38184417514832175,Water/wetland,NA,0.4745361603359566
woothr,0.3700024449105785,0.00113855633996521,0.3677708744842466,0.3722340153369103,Forest,Tipping Point,0.7499525960351314
wrenti,0.3698919351957056,0.00474520059726616,0.36059134202506393,0.3791925283663473,Aridlands,NA,0.7261579357227674
y00475,0.3696970404267692,0.00391888144383063,0.3620160327968612,0.3773780480566773,Water/wetland,NA,0.2803416363587884
y00678,0.3701811579787664,0.0037306297987637,0.3628691235731895,0.37749319238434326,Aridlands,NA,0.4458500551359916
yebcha,0.37007130972785207,9.239804844849756e-4,0.36826030797826154,0.3718823114774426,Forest,NA,0.6192744397887083
yebcuc,0.37000696161844326,7.598600336603623e-4,0.36851763595246895,0.3714962872844176,Forest,NA,0.6586774566167165
yebfly,0.369873852809273,0.00182518860335701,0.3662964831466931,0.3734512224718527,Forest,NA,0.4301877440978706
yebloo,0.35832713881926315,0.00381248059462658,0.35085467685379507,0.3657996007847312,Water/wetland,Tipping Point,0.06732580077615213
yebmag,0.3696530642683938,0.01382404740741804,0.3425579313498544,0.3967481971869331,Forest,Tipping Point,0.5757564406521851
yebsap,0.3699755800480376,8.705351001065004e-4,0.36826933125182887,0.37168182884424633,Forest,NA,0.6822768381403949
yehbla,0.37029930720378545,0.00443811729142601,0.3616005973125905,0.3789980170949804,Water/wetland,NA,0.3210476984538507
yelwar,0.36995691751172327,4.8295341035082347e-4,0.3690103288274357,0.37090350619601087,Forest,NA,0.340994122521038
yerwar,0.3698227129150254,3.836844078170272e-4,0.369070691475704,0.37057473435434674,Forest,NA,0.429110836321533
yetvir,0.3700090997637755,9.712263026803008e-4,0.3681054962105222,0.3719127033170289,Forest,NA,0.718891709729552
yetwar,0.37000586210074937,0.00149616849762028,0.3670733718454136,0.37293835235608513,Forest,NA,0.7776492506729431
