species,sum_carbon
semplo,0.2466220559542496
semsan,0.2726257001389385
shbdow,0.33759203420317835
sheowl,0.25786626580163635
shshaw,0.519956744527394
shtgro,0.6794155117378793
smilon,0.2204966987381285
snobun,0.24387020746416527
snoegr,0.4160465048927042
snogoo,0.277591217623147
snoowl1,0.16207107230155426
solsan,0.3212412237104604
sonspa,0.5059695710335688
soogro1,0.8667435656990392
sora,0.29481663208085174
sposan,0.34490602649707824
spotow,0.5214955029511137
sprgro,0.42647659926805925
sprpip,0.43325870756784324
steeid,1.76208651083698e-5
stejay,0.8772110448833246
stisan,0.23346648609678386
sumtan,0.6220124604098008
surfbi,0.09432079160586682
sursco,0.20587038520582202
swahaw,0.2493524051655036
swaspa,0.49373608971816196
swathr,0.6141076862913691
swawar,0.7666759159854297
swtkit,0.5571508707405349
tenwar,0.6130632049166571
towsol,0.6830249130343117
towwar,0.6639052878383649
treswa,0.42146767337698776
tribla,0.030304235926905676
triher,0.5757740490786531
truswa,0.46899242932605
tuftit,0.7366425916518295
tunswa,0.24042309072986226
turvul,0.4580209170742737
uplsan,0.3488241158498724
varbun,0.011189693537630774
varthr,0.6372118265842506
vauswi,0.6276093207130344
veery,0.8203823548427098
verdin,0.010754000368166317
verfly,0.05855645748511762
vesspa,0.3924084194476299
vigswa,0.5153840233018201
virrai,0.332488128570268
virwar,0.3942625097514204
wantat1,0.04784124931717315
warvir,0.5670156998575686
wesblu,0.391066353093505
wesgre,0.4835739079566215
weskin,0.22045700612621277
wesmea,0.4328916307209273
wesowl1,0.3563626633039758
wessan,0.1770432375991212
westan,0.57062996189608
wewpew,0.5101303384889704
whbnut,0.6854323522536122
whcspa,0.2691478656515074
whevir,0.6600725500350565
whfibi,0.18489829656590956
whhwoo,0.949780358995099
whiibi,0.5145460237821489
whimbr,0.11708613701821147
whrsan,0.2382046930553492
whtkit,0.18099556823612772
whtspa,0.5879668854011989
whtswi,0.32776221622409807
whwcro,0.25921876561460555
whwdov,0.0548807075652028
whwsco2,0.1622661447368815
wilfly,0.3910209830043119
willet1,0.3362899953563345
wilpha,0.08933830159798742
wilpta,0.05272252907484898
wilsap,0.8299804608176178
wilsni1,0.26407626927067324
wiltur,0.5811428723145884
winwre3,0.7597674191770659
wlswar,0.30967170644084496
woewar1,0.8765921306996647
wooduc,0.47656470347150837
wooscj2,0.19995895887629445
woosto,0.47772763445459887
woothr,0.7526193762609017
wrenti,0.8398302851132939
y00475,0.3672223384248886
y00678,0.11253291929665299
yebcha,0.5340369454386296
yebcuc,0.5779955167856277
yebfly,0.6822157432425193
yebloo,0.006384482284019555
yebmag,0.27563281023321906
yebsap,0.723929840774317
yehbla,0.16055781962230292
yelwar,0.42140862462192974
yerwar,0.5086516640979877
yetvir,0.7011737021932141
yetwar,0.763273103092156
